"year","state_code","issuer_id","issuer_name","market","source"
2014,"IL",82506,"Freedom Life Insurance Company of America","Individual","URR"
2015,"IL",82506,"Freedom Life Insurance Company of America","Individual","URR"
2016,"IL",82506,"Freedom Life Insurance Company of America","Individual","URR"
2017,"IL",82506,"Freedom Life Insurance Company of America","Individual","URR"
2014,"IL",92476,"UnitedHealthcare Insurance Company of Illinois","Small Group","URR"
2016,"IL",92476,"UNITEDHEALTHCARE INSURANCE COMPANY OF ILLINOIS","Small Group","URR"
2017,"IL",92476,"UnitedHealthcare Insurance Company of Illinois","Small Group","URR"
2014,"IL",96601,"Coventry Health Care of Illinois, Inc.","Small Group","URR"
2014,"IL",96601,"CHC-IL","Individual","URR"
2015,"IL",96601,"IL IL","Individual","URR"
2015,"IL",96601,"Coventry Health Care of Illinois","Small Group","URR"
2016,"IL",96601,"Coventry Health Care of Illinois, Inc.","Small Group","URR"
2016,"IL",96601,"Coventry Health Care of Illinois, Inc.","Individual","URR"
2017,"IL",96601,"Coventry Health Care of Illinois, Inc.","Individual","URR"
2015,"IL",99129,"Aetna Health, Inc.","Small Group","URR"
2016,"IL",99129,"Aetna Health Inc. (a PA corp.)","Individual","URR"
2016,"IL",99129,"Aetna Health Inc. (a PA corp.)","Small Group","URR"
2017,"IL",99129,"Aetna Health Inc. (a PA corp.)","Individual","URR"
2017,"IL",99129,"Aetna Health Inc. (a PA corp.)","Small Group","URR"
2014,"IN",11104,"Federated Mutual Insurance Company","Small Group","URR"
2015,"IN",11104,"Federated Mutual Insurance Company","Small Group","URR"
2016,"IN",11104,"Federated Mutual Insurance Company","Small Group","URR"
2017,"IN",11104,"Federated Mutual Insurance Company","Small Group","URR"
2014,"IN",17575,"Anthem Insurance Companies, Inc.","Small Group","URR"
2014,"IN",17575,"Anthem Insurance Companies, Inc.","Individual","URR"
2015,"IN",17575,"Anthem Insurance Companies, Inc.","Individual","URR"
2015,"IN",17575,"Anthem Insurance Companies, Inc.","Small Group","URR"
2016,"IN",17575,"Anthem Insurance Companies, Inc.","Small Group","URR"
2016,"IN",17575,"Anthem Insurance Companies, Inc.","Individual","URR"
2017,"IN",17575,"Anthem Insurance Companies, Inc.","Individual","URR"
2017,"IN",17575,"Anthem Insurance Companies, Inc.","Small Group","URR"
2016,"IN",20416,"National Health Insurance Co.","Small Group","URR"
2017,"IN",20416,"National Health Insurance Co.","Small Group","URR"
2014,"IN",20855,"Advantage Health Solutions Inc.","Small Group","URR"
2015,"IN",20855,"Advantage Health Solutions Inc.","Small Group","URR"
2016,"IN",20855,"Advantage Health Solutions Inc.","Small Group","URR"
2015,"IN",32378,"Aetna Life Insurance Company","Small Group","URR"
2016,"IN",32378,"Aetna Life Insurance Company","Small Group","URR"
2017,"IN",32378,"Aetna Life Insurance Company","Small Group","URR"
2015,"IN",33380,"Indiana University Health Plans, Inc.","Small Group","URR"
2015,"IN",33380,"Indiana University Health Plans, Inc.","Individual","URR"
2016,"IN",33380,"Indiana University Health Plans, Inc.","Individual","URR"
2016,"IN",33380,"Indiana University Health Plans, Inc.","Small Group","URR"
2017,"IN",33380,"Indiana University Health Plans, Inc.","Small Group","URR"
2017,"IN",33380,"Indiana University Health Plans, Inc.","Individual","URR"
2014,"IN",35065,"Coordinated Care Corporation","Individual","URR"
2015,"IN",35065,"Coordinated Care Corporation","Individual","URR"
2016,"IN",35065,"Coordinated Care Corporation","Individual","URR"
2017,"IN",35065,"Coordinated Care Corporation","Individual","URR"
2015,"IN",35755,"US Health and Life Insurance Company","Small Group","URR"
2016,"IN",35755,"US Health and Life Insurance Company","Small Group","URR"
2017,"IN",35755,"US Health and Life Insurance Company","Small Group","URR"
2015,"IN",36373,"All Savers Insurance Company","Small Group","URR"
2015,"IN",36373,"All Savers Insurance Company","Individual","URR"
2016,"IN",36373,"All Savers Insurance Company","Individual","URR"
2016,"IN",36373,"ALL SAVERS INSURANCE COMPANY","Small Group","URR"
2017,"IN",36373,"All Savers","Small Group","URR"
2015,"IN",43070,"UnitedHealthcare Life Insurance Company","Individual","URR"
2016,"IN",43070,"United Healthcare Life Insurance Company","Individual","URR"
2015,"IN",43442,"Humana Health Plan","Small Group","URR"
2016,"IN",43442,"Humana Health Plan","Small Group","URR"
2017,"IN",43442,"Humana Health Plan","Small Group","URR"
2014,"IN",43499,"Medical Mutual of Ohio","Small Group","URR"
2014,"IN",46881,"Medical Benefits Mutual Life Insurance Company","Small Group","URR"
2015,"IN",46881,"Medical Benefits Mutual Life Insurance Company","Small Group","URR"
2016,"IN",46881,"Medical Benefits Mutual Life Insurance Company","Small Group","URR"
2014,"IN",50816,"Physicians Health Plan of Northern IN","Individual","URR"
2014,"IN",50816,"Physicians Health Plan of Northern IN","Small Group","URR"
2015,"IN",50816,"Physicians Health Plan of Northern Indiana, Inc.","Small Group","URR"
2015,"IN",50816,"Physicians Health Plan of Northern IN","Individual","URR"
2016,"IN",50816,"Physicians Health Plan of Northern IN","Individual","URR"
2016,"IN",50816,"Physicians Health Plan of Northern Indiana, Inc.","Small Group","URR"
2017,"IN",50816,"Physicians Health Plan of Northern Indiana, Inc.","Small Group","URR"
2015,"IN",54192,"CareSource Indiana Inc.","Individual","URR"
2016,"IN",54192,"CareSource Indiana Co","Individual","URR"
2017,"IN",54192,"CareSource Indiana, Inc.","Individual","URR"
2015,"IN",58999,"Freedom Life Insurance Company of America","Individual","URR"
2015,"IN",62033,"MDwise Marketplace, Inc.","Individual","URR"
2016,"IN",62033,"MDwise Marketplace, Inc.","Individual","URR"
2017,"IN",62033,"Mdwise Marketplace, Inc","Individual","URR"
2014,"IN",67920,"Southeastern Indiana Health Organization, Inc.","Small Group","URR"
2015,"IN",67920,"Southeastern Indiana Health Organization, Inc.","Individual","URR"
2015,"IN",67920,"Southeastern Indiana Health Organization, Inc.","Small Group","URR"
2016,"IN",67920,"Southeastern Indiana Health Organization, Inc.","Small Group","URR"
2016,"IN",67920,"Southeastern Indiana Health Organization, Inc.","Individual","URR"
2014,"IN",72850,"UnitedHealthcare Insurance Company","Small Group","URR"
2015,"IN",72850,"UnitedHealthcare Insurance Company","Small Group","URR"
2016,"IN",72850,"UNITEDHEALTHCARE INSURANCE COMPANY","Small Group","URR"
2016,"IN",72850,"UnitedHealth Care Insurance Company","Small Group","URR"
2017,"IN",72850,"UnitedHealth Care Insurance Company","Small Group","URR"
2014,"IN",73490,"Golden Rule Insurance Company","Individual","URR"
2015,"IN",76179,"Celtic Insurance Company","Individual","URR"
2016,"IN",76179,"Celtic Insurance Company","Individual","URR"
2017,"IN",76179,"Celtic Insurance Company","Individual","URR"
2015,"IN",79828,"Pekin Life Insurance Company","Small Group","URR"
2016,"IN",79828,"Pekin Life Insurance Company","Small Group","URR"
2014,"IN",85320,"Mdwise, Inc.","Individual","URR"
2015,"IN",91842,"Time Insurance Company","Individual","URR"
2015,"IN",91842,"Time Insurance Company","Small Group","URR"
2015,"IN",95074,"John Alden Life Insurance Company","Small Group","URR"
2017,"IN",96992,"Aetna Health Inc. (a PA corp.)","Small Group","URR"
2014,"IN",98761,"Nippon Life Insurance Company of America","Small Group","URR"
2015,"IN",98761,"Nippon Life Insurance Company of America","Small Group","URR"
2016,"IN",98761,"Nippon Life Insurance Company of America","Small Group","URR"
2014,"IN",99791,"Humana Insurance Company","Individual","URR"
2015,"IN",99791,"Humana Insurance Company","Small Group","URR"
2015,"IN",99791,"Humana Insurance Company","Individual","URR"
2016,"IN",99791,"Humana Insurance Company","Small Group","URR"
2017,"IN",99791,"Humana Insurance Company","Small Group","URR"
2014,"KS",18558,"Blue Cross and Blue Shield of Kansas, Inc.","Small Group","URR"
2014,"KS",18558,"Blue Cross and Blue Shield of Kansas, Inc.","Individual","URR"
2015,"KS",18558,"Blue Cross and Blue Shield of Kansas, Inc.","Individual","URR"
2015,"KS",18558,"Blue Cross and Blue Shield of Kansas, Inc.","Small Group","URR"
2016,"KS",18558,"Blue Cross and Blue Shield of Kansas, Inc.","Individual","URR"
2016,"KS",18558,"Blue Cross and Blue Shield of Kansas, Inc.","Small Group","URR"
2017,"KS",18558,"Blue Cross and Blue Shield of Kansas, Inc.","Individual","URR"
2017,"KS",18558,"Blue Cross and Blue Shield of Kansas, Inc.","Small Group","URR"
2014,"KS",19968,"Humana Insurance Company","Individual","URR"
2015,"KS",19968,"Humana Insurance Company","Individual","URR"
2015,"KS",19968,"Humana Insurance Company","Small Group","URR"
2016,"KS",19968,"Humana Insurance Company","Small Group","URR"
2017,"KS",19968,"Humana Insurance Company","Small Group","URR"
2015,"KS",27811,"BlueCross BlueShield Kansas Solutions, Inc.","Individual","URR"
2015,"KS",27811,"BlueCross BlueShield Kansas Solutions, Inc.","Small Group","URR"
2016,"KS",27811,"BlueCross BlueShield Kansas Solutions, Inc.","Small Group","URR"
2016,"KS",27811,"BlueCross BlueShield Kansas Solutions, Inc.","Individual","URR"
2017,"KS",27811,"BlueCross BlueShield Kansas Solutions, Inc.","Small Group","URR"
2017,"KS",27811,"BlueCross BlueShield Kansas Solutions. Inc.","Individual","URR"
2014,"KS",34368,"Celtic Insurance Company","Individual","URR"
2015,"KS",34368,"Celtic Insurance Company","Individual","URR"
2016,"KS",34368,"Celtic Insurance Company","Individual","URR"
2017,"KS",39520,"Medica Insurance Company","Individual","URR"
2015,"KS",41446,"UnitedHealthcare Life Insurance Company","Individual","URR"
2016,"KS",41446,"UnitedHealthcare Life Insurance Company","Individual","URR"
2015,"KS",49857,"Humana Health Plan, Inc.","Small Group","URR"
2016,"KS",49857,"Humana Health Plan, Inc.","Small Group","URR"
2017,"KS",49857,"Humana Health Plan, Inc","Small Group","URR"
2016,"KS",50274,"UnitedHealthcare of the Midwest","Individual","URR"
2014,"KS",54822,"Freedom Life Insurance Company of America","Individual","URR"
2015,"KS",54822,"Freedom Life Insurance Company of America","Individual","URR"
2016,"KS",54822,"Freedom Life Insurance Company of America","Individual","URR"
2017,"KS",54822,"Freedom Life Insurance Company of America","Individual","URR"
2015,"KS",57850,"Aetna Health Inc. (a PA corp.)","Small Group","URR"
2016,"KS",57850,"Aetna Health Inc. (a PA corp.)","Small Group","URR"
2017,"KS",57850,"Aetna Health Inc. (a PA corp.)","Small Group","URR"
2014,"KS",61430,"CHL KS","Individual","URR"
2015,"KS",61430,"CHL","Small Group","URR"
2015,"KS",61430,"Coventry Health and Life","Individual","URR"
2016,"KS",61430,"Coventry Health and Life","Individual","URR"
2017,"KS",61430,"Coventry Health & Life Insurance Company","Individual","URR"
2014,"KS",65598,"CHC KS","Individual","URR"
2015,"KS",65598,"CHC KS","Small Group","URR"
2015,"KS",65598,"Coventry Health Care Of Kansas Inc","Individual","URR"
2016,"KS",65598,"Coventry Health Care of Kansas","Individual","URR"
2017,"KS",65598,"Coventry Health Care of Kansas, Inc.","Individual","URR"
2015,"KS",71122,"Time Insurance Company","Small Group","URR"
2015,"KS",71122,"Time Insurance Company","Individual","URR"
2015,"KS",84600,"ALIC","Small Group","URR"
2016,"KS",84600,"Aetna Life Insurance Company","Small Group","URR"
2017,"KS",84600,"Aetna Life Insurance Company","Small Group","URR"
2017,"KS",84600,"Aetna Life Insurance Company","Individual","URR"
2014,"KS",94248,"Blue Cross and Blue Shield of Kansas City","Individual","URR"
2014,"KS",94248,"Blue Cross and Blue Shield of Kansas City","Small Group","URR"
2015,"KS",94248,"Blue Cross and Blue Shield of Kansas City","Individual","URR"
2015,"KS",94248,"Blue Cross and Blue Shield of Kansas City","Small Group","URR"
2016,"KS",94248,"Blue Cross and Blue Shield of Kansas City","Small Group","URR"
2016,"KS",94248,"Blue Cross and Blue Shield of Kansas City","Individual","URR"
2017,"KS",94248,"Blue Cross and Blue Shield of Kansas City","Individual","URR"
2017,"KS",94248,"Blue Cross and Blue Shield of Kansas City","Small Group","URR"
2014,"KS",94968,"UnitedHealthcare Insurance Company","Small Group","URR"
2015,"KS",94968,"UnitedHealthcare Insurance Company","Small Group","URR"
2016,"KS",94968,"UnitedHealthcare Insurance Company","Small Group","URR"
2017,"KS",94968,"UnitedHealthcare Insurance Company","Small Group","URR"
2014,"KS",96352,"Federated Mutual Insurance Company","Small Group","URR"
2015,"KS",96352,"Federated Mutual Insurance Company","Small Group","URR"
2016,"KS",96352,"Federated Mutual Insurance Company","Small Group","URR"
2017,"KS",96352,"Federated Mutual Insurance Company","Small Group","URR"
2015,"KS",98618,"John Alden Life Insurance Company","Small Group","URR"
2014,"KY",15411,"Humana Health Plan, Inc.","Individual","URR"
2015,"KY",15411,"Humana Health Plan, Inc.","Individual","URR"
2016,"KY",15411,"Humana Health Plan  Inc.","Individual","SBM PUF"
2016,"KY",15411,"Humana Health Plan","Small Group","URR"
2016,"KY",15411,"Humana Health Plan, Inc.","Individual","URR"
2017,"KY",15411,"Humana Insurance Company of KY","Small Group","URR"
2017,"KY",15411,"Humana Health Plan, Inc.","Individual","URR"
2015,"KY",19503,"Time Insurance Company","Individual","URR"
2015,"KY",19503,"Time Insurance Company","Small Group","URR"
2014,"KY",23671,"UnitedHealthcare of Kentucky, Ltd.","Small Group","URR"
2015,"KY",23671,"UnitedHealthcare of Kentucky, Ltd.","Small Group","URR"
2016,"KY",23671,"UnitedHealthcare of Kentucky  Ltd.","Individual","SBM PUF"
2016,"KY",23671,"UNITEDHEALTHCARE OF KENTUCKY LTD.","Small Group","URR"
2016,"KY",23671,"UnitedHealthcare of Kentucky, Ltd.","Individual","URR"
2016,"KY",23671,"UnitedHealthcare of Kentucky LTD.","Small Group","URR"
2017,"KY",23671,"UnitedHealthcare of Kentucky","Small Group","URR"
2014,"KY",28773,"UnitedHealthcare Insurance Company","Small Group","URR"
2015,"KY",28773,"UnitedHealthcare Insurance Company","Small Group","URR"
2016,"KY",28773,"UnitedHealthcare Insurance Company","Small Group","URR"
2016,"KY",28773,"UNITEDHEALTHCARE INSURANCE COMPANY","Small Group","URR"
2017,"KY",28773,"UnitedHealthcare Insurance Company","Small Group","URR"
2015,"KY",33734,"John Alden Life Insurance Company","Small Group","URR"
2016,"KY",34822,"Aetna Health Inc. (a PA corp.)","Individual","SBM PUF"
2016,"KY",34822,"Aetna Health Inc. (a PA corp.)","Small Group","URR"
2016,"KY",34822,"Aetna Health Inc. (a PA corp.)","Individual","URR"
2017,"KY",34822,"Aetna Health Inc. (a PA corp.)","Small Group","URR"
2017,"KY",34822,"Aetna Health Inc. (a PA corp.)","Individual","URR"
2014,"KY",36239,"Anthem Health Plans of Kentucky, Inc.","Small Group","URR"
2014,"KY",36239,"Anthem Health Plans of Kentucky, Inc.","Individual","URR"
2015,"KY",36239,"Anthem Health Plans of Kentucky, Inc.","Small Group","URR"
2015,"KY",36239,"Anthem Health Plans of Kentucky, Inc.","Individual","URR"
2016,"KY",36239,"Anthem Health Plans of KY(Anthem BCBS)","Individual","SBM PUF"
2016,"KY",36239,"Anthem Health Plans of Kentucky, Inc.","Individual","URR"
2016,"KY",36239,"Anthem Health Plans of Kentucky, Inc.","Small Group","URR"
2017,"KY",36239,"Anthem Health Plans of Kentucky, Inc.","Individual","URR"
2017,"KY",36239,"Anthem Health Plans of Kentucky, Inc.","Small Group","URR"
2016,"KY",39127,"Aetna Life Insurance Company","Small Group","URR"
2017,"KY",39127,"Aetna Life Insurance Company","Small Group","URR"
2015,"KY",40586,"Bluegrass Family Health","Small Group","URR"
2016,"KY",40586,"Baptist Health Plan  Inc.","Individual","SBM PUF"
2016,"KY",40586,"Bluegrass Family Health, Inc.","Individual","URR"
2016,"KY",40586,"Bluegrass Family Health, Inc.","Small Group","URR"
2017,"KY",40586,"Baptist Health Plan, Inc.","Small Group","URR"
2017,"KY",40586,"Baptist Health Plan","Individual","URR"
2016,"KY",45636,"CareSource Kentucky Co.","Individual","SBM PUF"
2016,"KY",45636,"CareSource Kentucky Co","Individual","URR"
2017,"KY",45636,"CareSource Kentucky Co.","Individual","URR"
2014,"KY",45920,"UnitedHealthcare of Ohio, Inc.","Small Group","URR"
2015,"KY",45920,"UnitedHealthcare of Ohio, Inc.","Small Group","URR"
2016,"KY",45920,"UnitedHealthcare of Ohio Inc.","Small Group","URR"
2016,"KY",45920,"UNITEDHEALTHCARE OF OHIO INC.","Small Group","URR"
2017,"KY",45920,"UnitedHealthcare of Ohio Inc.","Small Group","URR"
2015,"KY",47949,"Golden Rule Insurance Company","Individual","URR"
2016,"KY",47949,"Golden Rule Insurance Company","Individual","URR"
2017,"KY",47949,"Golden Rule Insurance Company","Individual","URR"
2016,"KY",56744,"UnitedHealthcare Life Insurance Company","Individual","URR"
2015,"KY",72001,"WellCare Health Plans of Kentucky, Inc.","Individual","URR"
2016,"KY",72001,"WellCare Health Plans of Kentucky  Inc","Individual","SBM PUF"
2016,"KY",72001,"WellCare Health Plans of Kentucky, Inc.","Individual","URR"
2014,"KY",77029,"All Savers Insurance Company","Small Group","URR"
2014,"KY",77894,"Kentucky Health Cooperative, Inc.","Small Group","URR"
2014,"KY",77894,"Kentucky Health Cooperative, Inc.","Individual","URR"
2015,"KY",77894,"Kentucky Health Cooperative, Inc.","Individual","URR"
2015,"KY",77894,"Kentucky Health Cooperative, Inc.","Small Group","URR"
